Sample,meanrr,sdnn,meanhr,sdhr,rmssd,nn50,pnn50,sdann,sdnni,hrvtri,tinn,vlfpeakfft,lfpeakfft,hfpeakfft,vlfpowfft,lfpowfft,hfpowfft,vlfpowprfft,lfpowprfft,hfpowprfft,lfpownufft,hfpownufft,totpowfft,lfhffft,vlfpeakar,lfpeakar,hfpeakar,vlfpowar,lfpowar,hfpowar,vlfpowprar,lfpowprar,hfpowprar,lfpownuar,hfpownuar,totpowar,lfhfar,edr,sd1,sd2,apen,sampen,d2,dfa1,dfa2,rplmean,rplmax,rprec,rpadet,rpshen,mse-1,mse-2,mse-3,mse-4,mse-5,mse-6,mse-7,mse-8,mse-9,mse-10,mse-11,mse-12,mse-13,mse-14,mse-15,mse-16,mse-17,mse-18,mse-19,mse-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,693.565255,37.306256,86.770445,4.803267,24.807594,61,3.795893,11.210923,37.071321,11.652174,205,0.003906,0.144531,0.230469,490.839105,227.925375,494.287388,40.457664,18.786866,40.741891,31.552114,68.42508,1213.216611,0.461119,0.003906,0.042969,0.246094,557.757467,258.441661,481.356792,42.978526,19.914465,37.0914,34.924501,65.048126,1297.758477,0.536902,0.25059,17.547081,49.689746,1.393865,1.52874,3.021152,0.925826,0.809112,9.351621,354,23.617807,97.005337,3.012795,1.52874,1.908231,1.657717,1.538939,1.418468,1.375688,1.396484,1.207581,1.260609,1.059958,0.919287,1.030269,1.193321,1.056136,1.067604,1.263085,0.959535,1.166589,1.025946,1.124065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,693.853218,59.941474,87.154626,7.946448,30.407522,84,7.173356,12.449979,51.151398,16.507042,300,0.003906,0.042969,0.273438,2781.027135,659.095592,316.53134,74.019526,17.542419,8.424765,67.521552,32.427295,3757.15339,2.082244,0.003906,0.042969,0.277344,2536.368863,758.823078,413.747859,68.375055,20.45624,11.153753,64.683875,35.268847,3709.494426,1.834023,0.151512,21.510574,81.912746,1.225607,1.243588,3.906594,1.173838,1.060329,15.286766,689,41.287226,99.364694,3.596088,1.243588,1.586734,1.574842,1.530354,1.316236,1.481767,1.533328,1.306654,1.431208,1.377289,1.201176,1.539435,1.594288,1.625781,1.368358,1.41386,1.468678,1.572054,1.779553,1.425098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,776.511953,57.277881,77.70528,5.895896,32.450357,210,12.828345,9.910173,55.83191,14.368421,295,0.003906,0.121094,0.164062,1398.886347,869.567174,410.901153,52.186317,32.439739,15.328921,67.846141,32.059694,2680.561565,2.116244,0.003906,0.042969,0.152344,1645.603157,1023.586518,433.503974,53.025583,32.982601,13.968618,70.213966,29.736649,3103.413583,2.361193,0.13547,22.952933,77.639323,1.411829,1.46992,3.737797,1.228113,1.038361,13.353482,786,36.577635,98.643179,3.413003,1.46992,1.669736,1.613669,1.469781,1.4076,1.303519,1.372059,1.339068,1.319239,1.192718,1.315686,1.213834,1.608344,1.465148,1.210705,1.379211,1.278922,1.720474,0.971996,1.021656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,733.567423,68.820871,82.584907,8.152869,37.18701,173,16.153128,19.244503,49.951811,15.764706,355,0.003906,0.097656,0.152344,2078.309737,1103.917022,476.785332,56.780881,30.159788,13.02611,69.78344,30.139693,3660.228056,2.315333,0.003906,0.042969,0.152344,2466.260562,1336.4301,538.50862,56.793861,30.775753,12.400954,71.230047,28.701834,4342.477354,2.481725,0.193641,26.307486,93.669851,1.377844,1.499025,3.861073,1.278668,0.955522,16.501163,987,45.155339,99.14942,3.575363,1.499025,1.598962,1.58468,1.587897,1.533031,1.531817,1.46737,1.498246,1.470368,1.375559,1.120073,1.299879,0.978676,1.223985,1.355286,1.262722,1.596018,1.372441,1.321371,1.045398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,643.26083,55.212841,93.941129,7.797692,22.911002,47,3.969595,15.451474,38.364339,13.314607,260,0.003906,0.089844,0.1875,1080.114448,1443.185653,196.207564,39.715929,53.066098,7.214574,88.026732,11.967629,2719.600119,7.355403,0.003906,0.042969,0.152344,1076.942938,1857.748497,196.953767,34.386151,59.31681,6.288617,90.402881,9.584283,3131.908981,9.432409,0.138604,16.207389,76.403415,1.14885,1.153581,1.380997,1.594059,0.717201,16.804588,969,43.363429,99.431274,3.645615,1.153581,1.3293,1.527533,1.711515,1.510002,1.678132,1.491284,1.439093,1.171319,1.28222,0.990182,1.221708,1.439491,1.401969,1.231233,1.058436,1.209396,1.107748,0.999818,0.765568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,711.597389,45.941956,84.671287,5.316317,32.269197,195,11.96319,11.324688,44.62571,12.944444,250,0.003906,0.089844,0.269531,407.474771,1253.005178,254.731864,21.27104,65.409506,13.297539,83.081888,16.890277,1915.631613,4.918918,0.039062,0.078125,0.152344,327.907671,1442.293868,278.086873,16.002376,70.386058,13.571048,83.795297,16.156466,2049.118677,5.186487,0.155266,22.824781,60.828724,1.507001,1.696183,2.919684,1.438127,0.542423,9.624643,196,31.557071,97.993005,3.077086,1.696183,1.683167,1.813281,1.832982,1.85134,2.181228,1.704057,1.697174,1.853537,1.829724,1.682149,1.660535,1.415538,1.599529,1.300226,1.335844,1.340845,1.231127,1.186346,1.118932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,699.458122,33.039518,85.977715,4.076865,16.681398,9,0.574346,11.877932,33.851583,9.8,185,0.003906,0.089844,0.179688,592.335152,492.502176,80.812384,50.805977,42.243069,6.931468,85.870328,14.090061,1165.876896,6.09439,0.035156,0.042969,0.152344,437.130038,539.43372,85.642189,41.146276,50.77594,8.061348,86.274814,13.69726,1062.380558,6.298691,0.1537,11.799315,45.217601,1.359876,1.451316,0.814203,1.491378,0.836224,11.424716,374,35.208705,98.923587,3.277104,1.451316,1.621328,1.718168,1.851979,1.759378,1.947937,1.663411,2.018795,1.825167,1.605007,1.648532,1.810704,1.517351,1.747715,1.760751,2.346488,2.124085,1.689837,1.832197,2.415497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,495.725202,22.30071,121.293489,5.711144,17.717226,5,0.276702,2.570108,21.639855,5.986755,155,0.003906,0.042969,0.15625,278.972357,104.368395,29.66734,67.498652,25.252416,7.17815,77.696519,22.0857,413.300633,3.517956,0.003906,0.042969,0.152344,258.043637,108.642051,27.765663,65.380392,27.526584,7.034973,79.511543,20.320775,394.680467,3.91282,0.155058,12.531451,28.939657,1.404885,1.511176,0.282644,0.863843,1.19004,17.143593,399,44.619741,98.737569,3.708832,1.511176,1.337746,1.267426,1.202726,1.26707,1.219179,1.244226,1.276574,1.147039,1.168459,1.126024,1.09939,1.200384,1.218255,1.658472,1.145596,1.122054,1.434432,1.45432,1.545726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,719.626627,69.018134,84.164093,8.205592,38.52941,224,17.73555,11.834782,68.944219,15.228916,355,0.003906,0.128906,0.316406,2281.818156,925.745746,726.380706,57.992759,23.527971,18.461077,56.009322,43.94737,3934.660426,1.274464,0.003906,0.042969,0.152344,2718.708089,1071.398008,765.215305,59.671169,23.515423,16.795217,58.30921,41.645682,4556.150234,1.400126,0.166243,27.255338,93.711972,1.351721,1.441761,3.92337,1.083017,1.119639,14.456943,672,38.997598,99.065245,3.520757,1.441761,1.559191,1.627269,1.606505,1.253861,1.277992,1.30249,1.447658,1.404587,1.333554,1.565177,1.387287,1.703544,1.608831,1.57843,1.689708,1.180996,1.320739,1.374088,0.928162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,725.241108,51.758085,83.19438,6.320171,40.702566,326,22.529371,12.79126,53.075275,13.284404,300,0.003906,0.082031,0.273438,1467.157193,453.201662,883.151999,52.32313,16.162501,31.495791,33.900088,66.060946,2804.031787,0.513164,0.003906,0.042969,0.269531,1106.04158,415.62441,866.538721,46.297882,17.397655,36.272513,32.396591,67.543916,2388.967965,0.479637,0.207419,28.791013,67.322972,1.434375,1.566248,4.26689,0.792303,0.977151,11.362813,339,35.097309,97.585615,3.220299,1.566248,1.701265,1.572915,1.394875,1.325139,1.285529,1.213733,1.267261,1.196648,1.087118,0.93807,1.285655,1.149324,1.252156,1.208683,1.254796,1.055431,1.324419,1.026217,1.247892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,710.289867,55.396912,85.063032,6.715184,32.020459,137,11.965066,16.813552,54.573596,15.28,295,0.019531,0.078125,0.28125,1184.777308,1471.434191,392.301035,38.857349,48.258886,12.866366,78.928351,21.043193,3049.043033,3.750778,0.039062,0.042969,0.152344,1051.354069,1484.862772,407.579827,35.705719,50.428391,13.842084,78.433712,21.529261,2944.497643,3.643121,0.162575,22.651825,74.92007,1.437127,1.571638,3.17227,1.298769,0.807207,11.160904,760,35.118081,98.830345,3.257329,1.571638,1.681775,1.803262,1.864515,1.793353,1.775806,1.969896,1.700141,1.913946,1.696231,1.692199,2.29223,2.132638,1.4753,2.288106,1.912852,2.104667,1.689837,1.448472,1.478587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,688.501567,51.295269,87.64831,6.727711,25.428837,52,3.812317,6.740537,50.932851,15,330,0.007812,0.0625,0.171875,1521.176847,1046.502173,180.134831,55.348585,38.077371,6.554273,85.276964,14.678757,2748.357236,5.809549,0.003906,0.042969,0.152344,1274.38952,1069.159258,190.208412,50.286306,42.188098,7.505459,84.862128,15.097368,2534.267497,5.620988,0.155379,17.987524,70.264342,1.401435,1.493078,2.229699,1.551202,0.677113,10.929834,990,34.778394,98.875135,3.228321,1.493078,1.54968,1.691416,1.906391,1.847895,1.855361,1.997765,1.852258,2.061177,1.889238,1.761192,1.653106,1.689202,1.443039,1.435329,1.791491,1.104035,1.596746,1.665143,1.542882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,680.810965,42.609319,88.465772,5.380639,28.37934,128,7.619048,4.098335,37.733817,10.50625,235,0.003906,0.09375,0.179688,447.199124,742.764365,328.250065,29.446309,48.908121,21.61398,69.320428,30.634796,1518.693325,2.2628,0.039062,0.066406,0.152344,388.338858,1021.21584,375.560407,21.74882,57.192936,21.033166,73.088912,26.87904,1785.562887,2.719179,0.14625,20.073249,56.806137,1.545893,1.747127,1.069353,1.178871,0.579423,9.397199,226,32.121383,97.857084,3.048544,1.747127,1.819255,1.705215,1.778938,1.657931,1.67886,1.437442,1.55165,1.693452,1.360977,1.539586,1.084942,1.40027,1.077215,1.487458,1.211265,1.36273,1.308636,1.436301,1.481188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,782.887923,86.470105,77.607953,8.743828,60.572899,305,33.888889,8.083843,85.710784,22.525,470,0.003906,0.097656,0.265625,1382.724313,3180.041039,2111.311389,20.714363,47.639666,31.629205,60.086123,39.892729,6675.19595,1.506192,0.039062,0.054688,0.152344,1618.837785,3702.667501,1960.780572,22.225295,50.834543,26.919885,65.36128,34.612648,7283.76279,1.888364,0.269315,42.8556,114.480469,1.294236,1.387307,4.135375,1.189355,0.730689,7.973367,218,24.878089,97.704424,2.841326,1.387307,1.841181,2.040691,1.931721,1.643533,1.499343,1.569817,1.76409,1.486479,1.375817,1.727381,1.260643,1.394405,1.398745,2.007031,1.583789,1.408083,1.057374,1.383159,1.501583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,685.6692,54.344305,88.069541,7.123637,33.017849,47,9.832636,,,14.088235,265,0.015625,0.082031,0.183594,969.060076,1055.314724,735.473541,35.10962,38.234677,26.646642,58.92195,41.064086,2760.09844,1.434878,0.003906,0.042969,0.183594,897.015326,1152.19621,661.78896,33.07641,42.485912,24.402708,63.48421,36.463537,2711.948859,1.741033,0.155479,23.371614,73.086784,1.236497,1.491764,3.954536,1.298592,0.809825,9.877897,165,30.564056,98.492209,3.098215,1.491764,1.916596,1.752393,2.326386,1.704772,1.902085,1.674672,3.100711,2.296539,1.299777,1.743564,2.08673,2.2934,1.066922,1.13617,2.699853,2.322415,1.710115,1.093536,1.206243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,780.473111,63.93024,77.411959,6.463607,44.938779,271,26.725838,2.900855,59.166975,15.378788,345,0.019531,0.078125,0.261719,1622.257187,1650.931616,586.477322,42.016126,42.758787,15.189641,73.742549,26.19632,3861.034703,2.814997,0.039062,0.042969,0.28125,1318.148816,1843.435955,625.000109,34.799658,48.66745,16.500254,74.642937,25.307005,3787.821139,2.949497,0.198402,31.792247,84.661447,1.527804,1.763687,4.473254,1.175457,0.885812,10.029381,616,31.464003,98.099041,3.114593,1.763687,1.719988,1.651808,1.771923,1.642847,1.613809,1.489842,1.679421,1.780139,1.703737,1.941011,1.775518,1.570757,1.415786,1.457069,1.900875,1.928211,2.024039,1.282151,2.644339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,657.05761,40.048488,91.714629,5.663875,33.841144,160,15.281757,36.197158,34.194938,11.391304,225,0.003906,0.066406,0.359375,637.985095,198.155002,210.433497,60.924395,18.922815,20.09535,48.426159,51.426842,1047.175097,0.941651,0.003906,0.042969,0.332031,869.571651,238.870295,198.675549,66.451723,18.254209,15.18257,54.411763,45.255886,1308.576534,1.202314,0.170338,23.940843,51.246732,1.504367,1.769185,1.232756,0.755224,1.018963,8.848223,86,28.939568,96.735512,2.97502,1.769185,1.623001,1.465615,1.516433,1.450942,1.440904,1.469288,1.726775,1.629325,1.308096,1.594807,1.361754,1.308155,1.593083,1.453266,1.671689,1.415434,1.161311,1.788522,1.345056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,734.087455,63.484535,82.359722,7.311617,36.580953,404,15.886748,32.248533,55.815207,17.306122,365,0.003906,0.042969,0.25,2029.49331,858.552776,673.474634,56.975308,24.10272,18.906899,56.020668,43.944298,3562.057648,1.274811,0.003906,0.042969,0.253906,2242.20625,875.084231,709.893716,58.577026,22.861336,18.545779,55.189992,44.771723,3827.791237,1.232698,0.241953,25.871744,85.973048,1.331299,1.390326,3.92825,1.066264,0.928958,15.030433,548.5,37.460047,98.779849,3.476114,1.390326,1.582613,1.597213,1.504812,1.412538,1.467568,1.497433,1.321968,1.514706,1.625736,1.330995,1.181769,1.408994,1.359181,1.266852,1.216171,1.337561,1.517856,1.411716,1.715212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,639.376056,61.050803,94.680216,8.71924,32.297232,145,10.902256,2.804727,60.282528,15.298851,310,0.003906,0.117188,0.160156,847.774878,2739.540473,234.2372,22.178562,71.668871,6.127858,92.093995,7.874255,3822.497029,11.695582,0.003906,0.113281,0.152344,794.335213,2726.700426,251.091231,21.050955,72.261241,6.654256,91.528962,8.428546,3773.392745,10.859401,0.14159,22.846194,83.269872,1.224424,1.226086,3.035584,1.565447,0.567553,12.08911,669,33.529821,98.712989,3.295201,1.226086,1.301545,1.76122,2.130234,1.786879,1.886124,1.55353,2.058428,1.754802,1.481503,1.528657,1.529328,1.209917,1.550583,1.4966,1.353236,1.620024,1.798827,1.984777,1.090164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,738.543809,45.054684,81.561159,5.153004,33.528856,98,13.900709,,,13.074074,215,0.003906,0.09375,0.285156,1006.90369,482.030138,324.976233,55.465222,26.552598,17.901294,59.622162,40.196212,1815.378468,1.483278,0.003906,0.042969,0.324219,959.901172,457.696452,339.251078,54.586584,26.027769,19.29215,57.31295,42.481169,1758.49285,1.349138,0.147591,23.725783,59.007794,1.481524,1.737585,3.784068,0.984635,0.946475,9.877975,186,30.145181,97.506282,3.09749,1.737585,1.646957,1.639155,1.991246,1.777422,1.748468,1.788846,1.665454,2.146079,1.747294,1.418832,1.430938,1.396988,0.994853,2.38379,1.93394,1.846484,2.026105,2.341554,   NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,685.880257,37.974345,87.791129,4.947371,30.849522,147,9.709379,5.500974,37.090772,10.236486,225,0.007812,0.074219,0.390625,765.712806,198.010748,278.326286,61.467525,15.895295,22.342617,41.251683,57.983862,1245.719272,0.711434,0.003906,0.042969,0.378906,733.708752,259.754212,279.177666,57.487455,20.352229,21.874093,47.873467,51.453267,1276.293668,0.930426,0.151569,21.821135,49.072758,1.571248,1.845522,0.88885,0.819502,0.878955,11.634527,192,32.279008,97.368504,3.199304,1.845522,1.620693,1.429741,1.475278,1.355416,1.425191,1.42446,1.650654,1.31492,1.166276,1.234237,1.340701,1.404705,1.381047,1.202945,1.261669,1.350895,1.38665,1.203588,1.484818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,994.025036,73.896435,60.778479,4.813866,49.297258,298,30.346232,24.408925,66.223936,18.54717,405,0.003906,0.042969,0.332031,2315.419159,1089.347334,738.651634,55.865879,26.283511,17.82201,59.553721,40.381476,4144.603492,1.474778,0.003906,0.042969,0.320312,3125.508599,1060.795419,673.803227,64.292095,21.820692,13.860215,61.108854,38.815536,4861.419753,1.57434,0.208036,34.876328,98.443737,1.460396,1.633483,4.156924,1.134837,0.974119,14.44305,458,39.635871,98.538892,3.508344,1.633483,1.470874,1.353848,1.434776,1.459626,1.409333,1.277901,1.232588,1.358211,1.418213,1.251884,1.239122,1.471561,1.378603,1.39562,1.620944,1.499293,2.020292,1.485651,1.130613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,775.960921,62.387938,77.894472,6.531484,35.442428,239,12.076806,16.357805,58.134008,13.846154,340,0.003906,0.0625,0.335938,1861.438619,1147.166906,462.966268,53.605005,33.035678,13.332327,71.205263,28.736564,3472.509013,2.477863,0.003906,0.042969,0.328125,1944.126817,1221.223425,484.785879,53.244372,33.446004,13.276973,71.533644,28.396524,3651.328298,2.519099,0.147047,25.067959,84.55011,1.33848,1.432953,2.192008,1.13869,0.959213,15.650963,644,43.10174,99.046526,3.608985,1.432953,1.276012,1.274998,1.309142,1.418658,1.489821,1.489842,1.54195,1.515187,1.211839,1.452491,1.420023,1.592071,1.790381,1.544528,1.791491,1.388636,1.456541,1.387511,1.61699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,779.050486,47.602948,77.313412,4.875294,34.020967,168,15.483871,19.559692,43.701653,12.482759,245,0.003906,0.054688,0.261719,1041.598821,433.645865,514.741613,52.315539,21.780379,25.853509,45.676052,54.217892,1990.993197,0.842453,0.003906,0.042969,0.265625,1081.84481,490.989287,534.034064,51.333951,23.29763,25.340121,47.872449,52.069402,2107.464551,0.919397,0.220421,24.067564,62.843964,1.539435,1.754654,4.31415,0.896845,1.026839,10.395827,592,33.194003,97.806081,3.1286,1.754654,1.741048,1.728568,1.614635,1.377548,1.490773,1.574205,1.341527,1.516082,1.379534,1.551212,1.368312,1.279406,1.543619,1.587479,1.677732,1.11728,1.642258,1.812779,1.750521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,746.333888,47.828691,80.753456,5.527666,26.06402,63,5.742935,16.804135,35.852192,11.319588,210,0.003906,0.042969,0.175781,934.282105,409.07368,228.022198,59.438426,26.025004,14.506625,64.161721,35.764454,1571.848668,1.794008,0.003906,0.042969,0.152344,1308.205609,463.189953,243.156506,64.91868,22.985439,12.066451,65.52045,34.395659,2015.145129,1.904905,0.209094,18.438555,65.07226,1.363813,1.454038,1.144659,1.159874,0.967612,19.78967,990,48.940362,99.328387,3.803942,1.454038,1.443863,1.434155,1.372567,1.410771,1.239728,1.47926,1.40289,1.196179,1.349729,1.103412,1.002976,1.138906,1.423475,1.355286,1.167683,1.094962,1.07862,1.113074,1.145927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,702.046816,75.034706,86.498826,9.751742,39.757438,359,16.370269,27.402266,66.703688,20.12844,425,0.003906,0.085938,0.1875,1991.69271,1572.0234,804.377335,45.58208,35.977486,18.409061,66.113307,33.829042,4369.464253,1.954336,0.003906,0.042969,0.152344,2542.40674,1742.171398,866.713651,49.345582,33.813811,16.822049,66.753924,33.20944,5152.247938,2.010089,0.181899,28.119244,102.224608,1.313625,1.384894,4.059841,1.257485,0.831353,12.353751,486.5,36.005991,98.809142,3.319099,1.384894,1.615896,1.666848,1.732043,1.788049,1.516714,1.499126,1.530226,1.477175,1.45837,1.427225,1.454576,1.624678,1.407062,1.551377,1.342429,1.311614,2.054404,1.429682,1.493433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,707.23913,33.764892,85.074892,3.994899,26.41845,100,5.844535,19.851178,33.629102,10.011696,190,0.007812,0.074219,0.289062,397.80726,371.908174,214.598834,40.401575,37.771246,21.794803,63.37625,36.569428,984.633046,1.733039,0.035156,0.042969,0.289062,404.364394,460.442371,227.668081,36.996046,42.126724,20.829774,66.86362,33.061058,1092.993535,2.022428,0.138862,18.686127,43.9578,1.557041,1.811059,1.208779,1.095229,0.924262,8.574239,206,29.129776,97.216144,2.937754,1.811059,1.819164,1.846459,1.585474,1.751831,1.903538,1.637914,1.920146,1.778856,1.634254,1.700167,1.69446,1.929216,1.418142,1.849304,1.562956,1.268657,1.34891,2.112157,1.632738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,834.371399,55.516125,72.297158,5.198311,29.842171,196,10.061602,30.736387,50.702051,14.654135,280,0.003906,0.046875,0.386719,1491.584598,1038.388976,184.143003,54.925542,38.237239,6.780812,84.831278,15.043579,2715.648411,5.639036,0.003906,0.042969,0.152344,1533.032846,1030.216496,189.923427,55.652332,37.399036,6.894622,84.33146,15.546752,2754.660571,5.424378,0.169737,21.107034,75.634194,1.345214,1.367773,2.907298,1.445582,1.03719,16.967208,990,45.162874,99.392608,3.716738,1.367773,1.320721,1.471264,1.649851,1.851277,1.665488,1.875965,1.540725,1.733829,1.49676,1.403226,1.396845,1.403123,1.346588,1.638149,1.433278,1.177623,1.754375,1.18417,1.499206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,600.669755,53.259806,100.663924,8.703465,32.259543,121,11.162362,9.697592,49.493791,12.329545,280,0.019531,0.089844,0.160156,579.09784,1695.309311,311.091116,22.391043,65.549792,12.028459,84.461632,15.498802,2586.292428,5.449559,0.039062,0.082031,0.152344,633.612026,1892.339207,311.657309,22.321589,66.66543,10.97941,85.822341,14.134443,2838.561453,6.071859,0.209396,22.821481,71.781422,1.439241,1.575615,2.661039,1.44621,0.636317,11.866194,540,37.878138,98.886541,3.315804,1.575615,1.526162,1.56372,1.716782,1.832863,1.895114,1.63057,1.767197,1.68311,1.52014,1.407589,1.577176,1.200384,1.263991,1.231672,1.311851,1.329842,1.36021,1.387511,1.681528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1275.873275,133.245647,47.78097,6.57286,59.744413,253,41.818182,19.644864,71.254324,18.9375,540,0.003906,0.058594,0.242188,12264.91946,1131.008102,775.329766,86.53956,7.980235,5.470619,59.286584,40.642196,14172.615975,1.458745,0.003906,0.042969,0.261719,11119.863464,1048.404982,1027.375764,84.263172,7.944516,7.785162,50.483591,49.470976,13196.587734,1.020469,0.167886,42.280902,183.743132,1.15102,1.222712,4.966058,1.148787,1.392299,55.185841,596,66.670595,99.725612,4.656211,1.222712,1.047355,0.894979,0.935903,0.777265,0.732893,0.76815,0.757105,0.637506,0.830809,0.855559,0.7292,0.818827,0.849746,0.680937,1.113729,0.909695,0.796704,1.452023,1.161961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,872.790462,81.249453,69.391101,7.007854,45.365855,247,26.445396,13.31573,72.152723,19.081633,370,0.019531,0.070312,0.152344,3380.539465,2535.067403,637.293369,51.581083,38.680667,9.723975,79.887511,20.083009,6553.835745,3.977866,0.003906,0.042969,0.152344,2717.715648,2644.317803,602.21332,45.557959,44.327567,10.095099,81.421575,18.542838,5965.402523,4.390999,0.157506,32.09609,110.243361,1.39233,1.488425,4.489871,1.3856,0.954403,10.931516,925,36.261773,98.769522,3.228534,1.488425,1.773372,1.728139,1.791675,1.853548,1.700769,1.71372,1.574426,1.56726,1.497968,1.652738,1.510844,1.610219,1.162914,1.838744,1.542786,1.677414,1.774885,1.829695,1.682275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,681.192493,42.562691,88.433812,5.666083,31.045373,192,11.52461,8.844941,40.481221,11.263514,220,0.007812,0.101562,0.15625,552.763915,663.828863,221.06456,38.412075,46.130081,15.361981,74.901178,24.94317,1439.036841,3.002873,0.003906,0.042969,0.152344,578.220034,775.370432,252.134511,35.98505,48.254544,15.691385,75.380117,24.512063,1606.834031,3.075225,0.154525,21.958996,56.020485,1.566489,1.798677,3.100958,1.29649,0.747125,9.032861,275,27.491419,97.331733,2.996176,1.798677,1.702296,1.878817,1.775426,1.848205,1.864542,1.609909,1.654487,1.64524,1.625947,1.72037,1.626862,1.51684,1.72908,1.680708,1.453319,1.188376,1.825834,1.464472,1.681528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
